_id,imdb_url,aggregate_rating_score,popularity_score,release_date_us,country_of_origin,also_known_as,estimated_budget,opening_weekend_domestic_date,opening_weekend_domestic_gross,worldwide_gross,image_url_big
1000017,https://www.imdb.com/title/tt0136971/,6.0,,1989,Germany,Juego de mujeres,,,,,https://m.media-amazon.com/images/M/MV5BZjcyNmMzNzgtZDg5Mi00YjMyLTlmZDMtNjM2MzQ2NGYxNmEzXkEyXkFqcGdeQXVyMDM0NzcxMQ@@._V1_FMjpg_UX400_.jpg
1000018,https://www.imdb.com/title/tt0096950/,4.0,,December 1989 (Greece),United States,Blood Na$ty,,,,,https://m.media-amazon.com/images/M/MV5BODQ1OTBiZTMtMmE2My00Nzk5LTk0MDUtNzkyZDIzNWVjNjY3XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_FMjpg_UX400_.jpg
1000019,https://www.imdb.com/title/tt0097663/,4.0,,1989,United States,Soda Cracker,,,,,https://m.media-amazon.com/images/M/MV5BMTUxNzgzNDM4M15BMl5BanBnXkFtZTgwNTI2ODk1MDE@._V1_FMjpg_UX400_.jpg
1000020,https://www.imdb.com/title/tt0300212/,7.1,,"January 1, 2022 (Australia)",United States,,,,,,https://m.media-amazon.com/images/M/MV5BM2Q5YjZmZmMtZjU1My00MjI3LWE4NTQtYWJjZDc2ZjQ3YjFhXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_FMjpg_UX400_.jpg
1000021,https://www.imdb.com/title/tt0097338/,5.3,,,United States,Mangled Alive,,,,,https://m.media-amazon.com/images/M/MV5BZGY5NzFmZjctZTU2My00YzhjLWI1OGItM2VhMDgxZjc1MzgxXkEyXkFqcGdeQXVyNjgzOTk2NTQ@._V1_FMjpg_UX400_.jpg
1000022,https://www.imdb.com/title/tt0100235/,3.5,,1989,United States,Шпиони и работници в Бевърли Хилс,,,,,https://m.media-amazon.com/images/M/MV5BMTYzMDM3Mjc1NV5BMl5BanBnXkFtZTgwMTAxOTA3NjE@._V1_FMjpg_UX400_.jpg
1000023,https://www.imdb.com/title/tt0096888/,7.2,,"August 30, 2022",United States,,,,,,https://m.media-amazon.com/images/M/MV5BMWUyNDk0YjQtMGNmZS00MjBiLWFkOWItNDI3ZDA5MzhkODkzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_FMjpg_UX400_.jpg
1000024,https://www.imdb.com/title/tt0097974/,5.2,,1989,United States,Terror en la noche,,,,,https://m.media-amazon.com/images/M/MV5BZThiYTBhYzYtMTAwYi00NjliLTliNDItMTVjODFkNmQ2M2YzXkEyXkFqcGdeQXVyNjczMjUyMzM@._V1_FMjpg_UX400_.jpg
1000025,https://www.imdb.com/title/tt0102965/,4.5,,1989,United States,The Ungodly,,,,,https://m.media-amazon.com/images/M/MV5BZGI4MWZjZjctMmM5ZS00NWVkLTkzNjUtYzhiZjIxNjdkZTIyXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_FMjpg_UX400_.jpg
1000026,https://www.imdb.com/title/tt0299548/,5.9,,,United States,,,,,,https://m.media-amazon.com/images/M/MV5BMTQ2NTE5OTc0Nl5BMl5BanBnXkFtZTcwNDY0MjE3Mg@@._V1_FMjpg_UX400_.jpg
1000027,https://www.imdb.com/title/tt0096791/,7.8,,,United States,Isten akarata,,,,,https://m.media-amazon.com/images/M/MV5BZjFmZGFiOTUtZmNiNi00ZDcyLWE2M2YtY2YxZTc0YTc4NzQ4XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_FMjpg_UX400_.jpg
1000028,https://www.imdb.com/title/tt0098404/,3.4,,"April 4, 1990",United States,In Deadly Heat,,,,,https://m.media-amazon.com/images/M/MV5BMTI4OTc0OTg1OV5BMl5BanBnXkFtZTcwNDYyNzMyMQ@@._V1_FMjpg_UX400_.jpg
1000029,https://www.imdb.com/title/tt0099988/,5.4,,December 1989,Philippines,Eye of the Eagle III,,,,,https://m.media-amazon.com/images/M/MV5BMTkwMzczMjkzN15BMl5BanBnXkFtZTcwNzk4MjUyMQ@@._V1_FMjpg_UX400_.jpg
1000030,https://www.imdb.com/title/tt0098467/,4.3,,1989,United States,Savage Instinct,,,,,https://m.media-amazon.com/images/M/MV5BMTYxMDUyNjYzMF5BMl5BanBnXkFtZTgwNjQ3MDU1NjE@._V1_FMjpg_UX400_.jpg
1000031,https://www.imdb.com/title/tt0097207/,4.7,,December 1989 (Poland),United States,Nieczysta gra,,,,,https://m.media-amazon.com/images/M/MV5BMjAwNjk4NDA2M15BMl5BanBnXkFtZTcwNDg3MjAyMQ@@._V1_FMjpg_UX400_.jpg
1000032,https://www.imdb.com/title/tt0100249/,5.3,,1989,United States,Los niños de la noche,,,,,https://m.media-amazon.com/images/M/MV5BYjRlZDc2ODgtNmM4Zi00NGYzLWE5ZTEtOWQ3OTFkMDZiNGVlXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_FMjpg_UX400_.jpg
1000033,https://www.imdb.com/title/tt0228182/,4.0,,1989,United States,Dark Heritage: The Final Descendant,,,,,https://m.media-amazon.com/images/M/MV5BMTUzMzYxMTU2Ml5BMl5BanBnXkFtZTcwOTI5NzUyMQ@@._V1_FMjpg_UX400_.jpg
1000034,https://www.imdb.com/title/tt0097064/,5.5,,1989 (United Kingdom),United States,Wendekreis der Angst,,,,,https://m.media-amazon.com/images/M/MV5BNmExOGY1NzktMDUxMC00ZmY2LTlmYzYtZTMxOWRmOGVlMTgyXkEyXkFqcGdeQXVyOTc5MDI5NjE@._V1_FMjpg_UX400_.jpg
1000035,https://www.imdb.com/title/tt0097170/,2.7,,,United States,Halálos kémjátékok,,,,,https://m.media-amazon.com/images/M/MV5BM2Y3Yjc3NjYtY2IzZC00YjQwLThiZDQtMjdjNjM0NGMzNmVlXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_FMjpg_UX400_.jpg
1000036,https://www.imdb.com/title/tt11961652/,,,1989,United States,The Island Love,,,,,https://m.media-amazon.com/images/M/MV5BZjgxYjUyODEtNDhmOS00MDk4LTg5ZGYtMzc5NTE2YTVlNWU5XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_FMjpg_UX400_.jpg
1000037,https://www.imdb.com/title/tt0098279/,4.6,,1989,Chile,El secreto de la cueva de hielo,,,,,https://m.media-amazon.com/images/M/MV5BMzIyMjUwOTQ0OF5BMl5BanBnXkFtZTgwMjU5MzkwMzE@._V1_FMjpg_UX400_.jpg
1000038,https://www.imdb.com/title/tt0416664/,3.7,,1989 (Hong Kong),Hong Kong,Counter Destroy,,,,,https://m.media-amazon.com/images/M/MV5BMjA3ODdiYmQtOWM5MS00MmNiLWEyNjgtMmE2YzU3NDU3OTY2XkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_FMjpg_UX400_.jpg
1000039,https://www.imdb.com/title/tt0299555/,3.3,,,United States,Small Towns are Murder,,,,,https://m.media-amazon.com/images/M/MV5BMzNhZTE3YzItMTFiNS00MjFmLWI5ODctMDhkN2ZjMjhkMTFhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_FMjpg_UX400_.jpg
1000040,https://www.imdb.com/title/tt1959398/,2.8,,"December 9, 2016",United States,,,,,,https://m.media-amazon.com/images/M/MV5BN2Y0MDNjYzQtOTMwMi00NjQzLTgwZWEtYjg5YTJjNzc1OTk1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_FMjpg_UX400_.jpg
1000041,https://www.imdb.com/title/tt0097281/,5.2,,"March 30, 1990",United States,Oczarowanie,,,,,https://m.media-amazon.com/images/M/MV5BOGI5ZGRmZDMtYzNmOS00ZmU0LWEwNTAtZDkxMmY3YWU4ZmQ0XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_FMjpg_UX400_.jpg
1000042,https://www.imdb.com/title/tt2005367/,5.2,,"September 13, 2011",United States,,,,,,https://m.media-amazon.com/images/M/MV5BZmM2YjFmM2ItMDVlOS00MWQ5LWFjZDEtNTk5ZGQ4ZWJiYjA5XkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_FMjpg_UX400_.jpg
1000043,https://www.imdb.com/title/tt0096800/,6.8,,1989,United States,Fakebook,,,,,https://m.media-amazon.com/images/M/MV5BMTkxNTcwODc2M15BMl5BanBnXkFtZTcwMzM4NDM0Nw@@._V1_FMjpg_UX400_.jpg
1000044,https://www.imdb.com/title/tt0238278/,2.6,,,United States,Corrupción en Harlem,,,,,https://m.media-amazon.com/images/M/MV5BZWY4OGZhOWYtODhlMC00ZTQ4LWEyN2UtOTZmYTY4NGI0ZDc5XkEyXkFqcGdeQXVyMTA0MDM0ODY@._V1_FMjpg_UX400_.jpg
1000045,https://www.imdb.com/title/tt0097449/,3.2,,December 1989,United States,"Buonanotte, dolce Marilyn",,,,,https://m.media-amazon.com/images/M/MV5BNWE5ZTE2MmEtZDdiYy00MTk2LTlkYTctMjk5ODY0NGNmZDY5XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_FMjpg_UX400_.jpg
1000046,https://www.imdb.com/title/tt0241962/,5.4,,,United States,,,,,,https://m.media-amazon.com/images/M/MV5BNTc0ZGZmZDYtYTZhMS00MzM0LWE1OTYtMWU0NmU3NWM5MDYzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_FMjpg_UX400_.jpg
1000047,https://www.imdb.com/title/tt0098038/,5.1,,1989,United States,Отело,,,,,https://m.media-amazon.com/images/M/MV5BYThjMDc4MmMtOGE3NS00MDA4LTllY2EtMzVmZDMzNjNkOGIxXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_FMjpg_UX400_.jpg
1000048,https://www.imdb.com/title/tt0183071/,4.7,,,United States,Alison's Revenge,,,,,https://m.media-amazon.com/images/M/MV5BMjJiZTkyZTEtYzM5NS00NzM4LTgwMWItZTlhODQyMGM1OTc2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_FMjpg_UX400_.jpg
1000049,https://www.imdb.com/title/tt0150222/,5.2,,"March 10, 1993",Mexico,Zbrodnia wszech czasów,,,,,https://m.media-amazon.com/images/M/MV5BMjA0OTAyNzgzMV5BMl5BanBnXkFtZTcwMjA4NjUyMQ@@._V1_FMjpg_UX400_.jpg
1000050,https://www.imdb.com/title/tt6278694/,4.2,,"November 8, 2016",United States,,,,,,https://m.media-amazon.com/images/M/MV5BMDQ4NDUwOGEtMTM0ZC00NjkwLTkzM2MtMGZiNTVkZTAxNTBiXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_FMjpg_UX400_.jpg
1000051,https://www.imdb.com/title/tt2112193/,3.6,,"December 20, 2011",United States,,500000,,,,https://m.media-amazon.com/images/M/MV5BNWEzOGZhOTQtYTY1ZC00ZGJkLWEzM2MtN2UxNjNjOWU5MzkzXkEyXkFqcGdeQXVyNjM2NTM3ODA@._V1_FMjpg_UX400_.jpg
1000052,https://www.imdb.com/title/tt2537608/,5.5,,1989,United States,Guns Eye,,,,,https://m.media-amazon.com/images/M/MV5BYTU5ZDhjNWYtM2ZmMC00ODZjLTkzMGQtYzFkZTRhYWNiODYwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_FMjpg_UX400_.jpg
1000053,https://www.imdb.com/title/tt8614056/,7.8,,,United States,,,,,,
1000054,https://www.imdb.com/title/tt0124299/,7.0,,,France,,1000000,,,,https://m.media-amazon.com/images/M/MV5BMTcwMTg3MjUzN15BMl5BanBnXkFtZTcwNTI4MDU1MQ@@._V1_FMjpg_UX400_.jpg
1000055,https://www.imdb.com/title/tt16173972/,4.2,,1989,United States,,,,,,https://m.media-amazon.com/images/M/MV5BNDk2OGUxMjQtYjUwZS00ZjBkLTlkNGMtMTBlMWQzMzM0MDc0XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_FMjpg_UX400_.jpg
1000056,https://www.imdb.com/title/tt0183905/,,,,United States,,,,,,https://m.media-amazon.com/images/M/MV5BNzY5NTBiYzktOWU2OS00NjcyLTk1MTQtNjc5NDlkZGIyNTUxXkEyXkFqcGdeQXVyMTgzMDAxNA@@._V1_FMjpg_UX400_.jpg
1000057,https://www.imdb.com/title/tt0097517/,3.7,,,United States,,,,,,https://m.media-amazon.com/images/M/MV5BYjkyYWRhMTQtMzAwNC00MjQwLTkwYWYtMDE5ZDE0YjViZTA1XkEyXkFqcGdeQXVyOTEzNjAzNTI@._V1_FMjpg_UX400_.jpg
1000058,https://www.imdb.com/title/tt2127337/,6.2,,1989,United States,,,,,,https://m.media-amazon.com/images/M/MV5BMTc2YzNmNzYtNDVjMC00Yjk2LWJmYWQtYzQ0Nzg4NDBhNTU0XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_FMjpg_UX400_.jpg
1000059,https://www.imdb.com/title/tt0197818/,6.0,,,United States,,,,,,https://m.media-amazon.com/images/M/MV5BMWI1ZDdhNDctZTZmYy00YWMyLWJmNDUtZGU0ZTBjZjY3NTA3XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_FMjpg_UX400_.jpg
1000060,https://www.imdb.com/title/tt0202789/,6.4,,,United States,,,,,,
1000061,https://www.imdb.com/title/tt0097323/,6.0,,,United States,El rostro del enemigo,,,,,https://m.media-amazon.com/images/M/MV5BN2Q3N2JkNmQtZjMyNi00NTg2LTg4YTItMTQxZmZiYzE2OWM1XkEyXkFqcGdeQXVyMTk5MjAyMjM@._V1_FMjpg_UX400_.jpg
1000062,https://www.imdb.com/title/tt0198010/,3.0,,,United States,,,,,,https://m.media-amazon.com/images/M/MV5BMDY3ZmNlMjgtNWMwZS00ZGIwLWE0MTgtZGRkZWE3N2ExZTcyXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_FMjpg_UX400_.jpg
1000063,https://www.imdb.com/title/tt0454498/,,,1989,United States,,,,,,https://m.media-amazon.com/images/M/MV5BOTg4OGRmOTItMWNkMy00OWIwLWI4ZWQtYTgwZDc2NTliZmI1XkEyXkFqcGdeQXVyMzgzMTkzMQ@@._V1_FMjpg_UX400_.jpg
1000064,https://www.imdb.com/title/tt0098626/,6.8,,"May 28, 2008 (United Kingdom)",United States,The Whole World Is Watching: Weatherman '69,,,,,https://m.media-amazon.com/images/M/MV5BY2JlNTlhOTMtN2MwMy00YmMzLTkyMjktNWE5YjdmZjFkYjc4XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_FMjpg_UX400_.jpg
1000065,https://www.imdb.com/title/tt22054646/,,,1989,United States,,,,,,https://m.media-amazon.com/images/M/MV5BN2RjZWM5NTQtMzgyNC00NjNkLWI0YzItN2NkYzAxYTVjYWJjXkEyXkFqcGdeQXVyMzAxNTY5MzY@._V1_FMjpg_UX400_.jpg
1000066,https://www.imdb.com/title/tt0161987/,6.1,,2005,United States,,,,,,https://m.media-amazon.com/images/M/MV5BYjM1ODA1YzgtMDJlNy00ODdlLWJjMWMtMTlmOTYwMThkOTNmXkEyXkFqcGdeQXVyMDY4MzkyNw@@._V1_FMjpg_UX400_.jpg
1000067,https://www.imdb.com/title/tt0096873/,7.7,,1989,United States,,,,,,"https://m.media-amazon.com/images/M/MV5BMTE5ODg1NTIxNF5BMl5BanBnXkFtZTYwNTE1Nzc5._V1_UX67_CR0,0,67,98_AL_.jpg@._V1_FMjpg_UX400_.jpg"
1000068,https://www.imdb.com/title/tt0230299/,4.0,,,United States,,,,,,https://m.media-amazon.com/images/M/MV5BNWQ4ZTYzMTAtNTE0MS00Y2Y1LWFhMDMtNzYzZWUzZGNhYjYwXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_FMjpg_UX400_.jpg
1000069,https://www.imdb.com/title/tt0098079/,4.3,,"January 30, 1991",United States,Eine Frau mit Erfolg,,,,,https://m.media-amazon.com/images/M/MV5BZDQ3YmNmNTEtZDUwNi00Yzk0LWE2ODctNjhiYzFlMDlmZDFhXkEyXkFqcGdeQXVyMTk5MjAyMjM@._V1_FMjpg_UX400_.jpg
1000070,https://www.imdb.com/title/tt0096224/,6.6,,August 1992 (Portugal),United Kingdom,The Taste of Hemlock,,,,,https://m.media-amazon.com/images/M/MV5BZWFiYTQ0ODYtYzQ2My00YzQ3LTgzNjktMTYxN2ZjYjA4MTVhXkEyXkFqcGdeQXVyMzI2MDk3NQ@@._V1_FMjpg_UX400_.jpg
1000071,https://www.imdb.com/title/tt0098247/,7.3,,1989,United States,An Uneasy Silence,,,,,https://m.media-amazon.com/images/M/MV5BZmY2Yjc3NzktM2FiNy00ZjljLTljNGUtZDk1ZGMwZTMxZTRiXkEyXkFqcGdeQXVyMTA4MzgxNjU@._V1_FMjpg_UX400_.jpg
1000072,https://www.imdb.com/title/tt0097701/,7.8,,,United States,,,,,,
1000073,https://www.imdb.com/title/tt0098337/,7.3,,,United States,,,,,,https://m.media-amazon.com/images/M/MV5BMDgwNjkwOGEtM2MzMC00ZmZhLWEyOWMtOTNmMzkyMGFmNjcxXkEyXkFqcGdeQXVyODk3MzM1ODk@._V1_FMjpg_UX400_.jpg
1000074,https://www.imdb.com/title/tt21445118/,,,1989,United States,,,,,,
1000075,https://www.imdb.com/title/tt0096967/,6.9,,,United States,Judgement Day Theater: The Book of Manson,,,,,https://m.media-amazon.com/images/M/MV5BZWM3NjVlNjMtYzJhOS00ZTIxLTk5MzAtNzlhOThiODg1MzNlXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_FMjpg_UX400_.jpg
1000076,https://www.imdb.com/title/tt0343845/,,,,United States,Только поверить,,,,,
1000077,https://www.imdb.com/title/tt0234932/,,,,United States,,,,,,
1000078,https://www.imdb.com/title/tt0098163/,,,,United States,,26000,,,,https://m.media-amazon.com/images/M/MV5BMTAzMTgzNzE3MzleQTJeQWpwZ15BbWU3MDc4Nzk2MjE@._V1_FMjpg_UX400_.jpg
1000079,https://www.imdb.com/title/tt0310196/,1.8,,,United States,,,,,,https://m.media-amazon.com/images/M/MV5BNThiZDU0NzQtNmUxNC00NWE0LTg1ZjAtNTVjNDIyZjhhNmIwXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_FMjpg_UX400_.jpg
1000080,https://www.imdb.com/title/tt0248804/,,,,United States,,,,,,
1000081,https://www.imdb.com/title/tt0237153/,6.9,,,United States,Desperacja,,,,,https://m.media-amazon.com/images/M/MV5BZjIxN2VmNGItMjZhYi00MzkxLWI4N2UtZTRlODAzM2ZjYjRmXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_FMjpg_UX400_.jpg
1000082,https://www.imdb.com/title/tt0126705/,,,,United States,,,,,,
1000083,https://www.imdb.com/title/tt0230434/,8.0,,,United States,,,,,,https://m.media-amazon.com/images/M/MV5BMTc2MjYyNjYxNF5BMl5BanBnXkFtZTcwNDQxMjIyMQ@@._V1_FMjpg_UX400_.jpg
1000084,https://www.imdb.com/title/tt0244305/,,,,United States,,,,,,https://m.media-amazon.com/images/M/MV5BNWQyOTQ2ODgtMjkxYi00M2Y3LWIyMDgtOThiZjMxYmJiM2NmXkEyXkFqcGdeQXVyNzQ5MzkwNjM@._V1_FMjpg_UX400_.jpg
1000085,https://www.imdb.com/title/tt0195793/,3.9,,,United States,,,,,,
1000086,https://www.imdb.com/title/tt0348317/,,,,United States,,,,,,
1000087,https://www.imdb.com/title/tt0252098/,,,,United States,,,,,,
1000088,https://www.imdb.com/title/tt0137687/,,,,United States,,,,,,
1000089,https://www.imdb.com/title/tt27094749/,,,1989,United States,,,,,,"https://m.media-amazon.com/images/M/MV5BNWQxZWRhMWItZWViMS00OTljLWFkMjctNTUwYjBmODk5Yzk5XkEyXkFqcGdeQXVyMTYxNjg2MjA3._V1_UY98_CR34,0,67,98_AL_.jpg@._V1_FMjpg_UX400_.jpg"
1000090,https://www.imdb.com/title/tt8019522/,7.7,,,United States,,,,,,https://m.media-amazon.com/images/M/MV5BMjI4MzU2M2ItZGI5OC00ZWRiLTg3NTgtNTE3MTdmMTI4YjkxXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_FMjpg_UX400_.jpg
1000091,https://www.imdb.com/title/tt12083310/,,,1989,United States,,,,,,https://m.media-amazon.com/images/M/MV5BYjVhZGVlNTYtZTc2YS00YmNjLWJmY2YtYzY4MDE0MTA3OTg5XkEyXkFqcGdeQXVyNzI4MDMyMTU@._V1_FMjpg_UX400_.jpg
1000092,https://www.imdb.com/title/tt0160872/,3.4,,,United States,Private Guys,,,,,https://m.media-amazon.com/images/M/MV5BOGVmNTMxYzEtY2M2MC00ZjFkLWEwM2MtN2Y4M2NkMGJjNDRhXkEyXkFqcGdeQXVyODM2MjMzNDE@._V1_FMjpg_UX400_.jpg
1000093,https://www.imdb.com/title/tt0226408/,6.2,,,United States,,,,,,
1000094,https://www.imdb.com/title/tt0266289/,,,"March 15, 1991",United States,Aziz et Itto: un mariage marocain,80000,,,,
1000095,https://www.imdb.com/title/tt0162769/,,,,United Kingdom,,,,,,
1000096,https://www.imdb.com/title/tt0298314/,,,,United States,,,,,,
1000097,https://www.imdb.com/title/tt0164930/,,,,United States,,,,,,
1000098,https://www.imdb.com/title/tt0275244/,,,,United States,,,,,,
1000099,https://www.imdb.com/title/tt0220752/,,,,Canada,,,,,,
1000100,https://www.imdb.com/title/tt0138676/,,,,United States,,,,,,
1000101,https://www.imdb.com/title/tt0289418/,8.4,,,United States,,,,,,
1000102,https://www.imdb.com/title/tt0174271/,,,,United States,,,,,,
1000103,https://www.imdb.com/title/tt0206567/,,,,United States,,,,,,
1000104,https://www.imdb.com/title/tt13351958/,,,1989,United States,,,,,,
1000105,https://www.imdb.com/title/tt0137544/,,,,United States,,,,,,
1000106,https://www.imdb.com/title/tt2337796/,,,,United States,,,,,,
1000107,https://www.imdb.com/title/tt0226624/,,,,United States,"Westward to China, 1927-37",,,,,
1000108,https://www.imdb.com/title/tt0190355/,,,,Canada,,,,,,
1000109,https://www.imdb.com/title/tt12083336/,,,1989,United States,,,,,,https://m.media-amazon.com/images/M/MV5BMTI4OTJiMmItOTdmMS00MmZlLTk2NjgtZjJkMjEyMDVjY2U4XkEyXkFqcGdeQXVyNzI4MDMyMTU@._V1_FMjpg_UX400_.jpg
1000110,https://www.imdb.com/title/tt15464654/,,,1989,United States,,,,,,https://m.media-amazon.com/images/M/MV5BYmE1MzU0NGEtNGU2Mi00ODg2LTgyZTgtNTQ5MDI5ZmY4NjUxXkEyXkFqcGdeQXVyMzI2MDEwNA@@._V1_FMjpg_UX400_.jpg
1000111,https://www.imdb.com/title/tt0167258/,,,,United States,,,,,,
