_id,imdb_url,aggregate_rating_score,popularity_score,release_date_us,country_of_origin,also_known_as,estimated_budget,opening_weekend_domestic_date,opening_weekend_domestic_gross,worldwide_gross,image_url_big
1000021,https://www.imdb.com/title/tt4379766/?ref_=adv_li_tt,,,,United States,,,,,,https://m.media-amazon.com/images/M/MV5BOGUyMDljOGMtYTRiMS00NzJkLTg1NDgtZWMzMmVjYTI3MWQ1XkEyXkFqcGdeQXVyMTg2Njc4NDQ@._V1_FMjpg_UX400_.jpg
1000022,https://www.imdb.com/title/tt1091994/?ref_=adv_li_tt,5.0,,,United States,,,,,,https://m.media-amazon.com/images/M/MV5BYmNlOGU5MWYtYzdjYy00ZDg4LThkMzAtMzNkOGUyMzlkYzI3XkEyXkFqcGdeQXVyMzg0MjM3Njg@._V1_FMjpg_UX400_.jpg
1000023,https://www.imdb.com/title/tt5434898/?ref_=adv_li_tt,,,,United States,Así es la vida,,,,,
1000024,https://www.imdb.com/title/tt0079280/?ref_=adv_li_tt,6.5,,,United States,For Heaven's Sake,,,,,"https://m.media-amazon.com/images/M/MV5BOGFjNmZmYmYtNmI5OS00NTFiLWI5YzAtYTE3NDg5YjMyMDhhXkEyXkFqcGdeQXVyMTM0MDU2OTIy._V1_UY98_CR1,0,67,98_AL_.jpg@._V1_FMjpg_UX400_.jpg"
1000025,https://www.imdb.com/title/tt0080163/?ref_=adv_li_tt,6.1,,,United States,Time for an Arrow,,,,,https://m.media-amazon.com/images/M/MV5BY2QyNjE4ZmQtY2IwOS00ZTY1LWEzZGItMTIwMmVhNDA5MTA0XkEyXkFqcGdeQXVyMzI2MDk3NQ@@._V1_FMjpg_UX400_.jpg
1000026,https://www.imdb.com/title/tt0207135/?ref_=adv_li_tt,7.7,,,United States,,,,,,https://m.media-amazon.com/images/M/MV5BMzA4N2I4YWUtYmJhOS00NGRjLWE0YzYtYTY2ZjRiZDk3MjI3XkEyXkFqcGdeQXVyMjI3MDczMjI@._V1_FMjpg_UX400_.jpg
1000027,https://www.imdb.com/title/tt9251460/?ref_=adv_li_tt,,,1979,United States,The Devil's Clone,,,,,https://m.media-amazon.com/images/M/MV5BZjRhN2M1YmYtMDRlYS00YmIwLTg0OWMtNzQ0MWM0NjU3YzRmXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_FMjpg_UX400_.jpg
1000028,https://www.imdb.com/title/tt0126730/?ref_=adv_li_tt,5.6,,December 1979 (United Kingdom),United Kingdom,Desayuna conmigo,,,,,https://m.media-amazon.com/images/M/MV5BMzY5ZjQzZjMtNTFjNy00Yzk4LWFlMTYtMDlmNDgyNjgyMDg5XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_FMjpg_UX400_.jpg
1000029,https://www.imdb.com/title/tt0255644/?ref_=adv_li_tt,,,,United States,,,,,,
1000030,https://www.imdb.com/title/tt6359218/?ref_=adv_li_tt,6.4,,1979,United States,"Word-for-Word, The Bible on Video: Gospel of Luke",,,,,
1000031,https://www.imdb.com/title/tt7707484/?ref_=adv_li_tt,6.7,,1979,United States,,1500,,,,https://m.media-amazon.com/images/M/MV5BNGM2MmUwYjctMTIyNS00NWVmLTljM2EtY2Y4MWZmNWIyOGI0XkEyXkFqcGdeQXVyMjMxMDY3NTc@._V1_FMjpg_UX400_.jpg
1000032,https://www.imdb.com/title/tt0457124/?ref_=adv_li_tt,3.6,,1979,United States,Satanwar,,,,,https://m.media-amazon.com/images/M/MV5BMTIwMjMwMGMtZWUzYi00MTk3LWI2NDctNjE0ZGNiNDZhOGNlXkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_FMjpg_UX400_.jpg
1000033,https://www.imdb.com/title/tt1236413/?ref_=adv_li_tt,5.8,,"November 30, 1986",United States,,,,,,https://m.media-amazon.com/images/M/MV5BNDRhNWMwYzItNTIwMi00Y2ZmLWJhMTEtZGE0YTJhYWVkNTZlXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_FMjpg_UX400_.jpg
1000034,https://www.imdb.com/title/tt2131447/?ref_=adv_li_tt,3.2,,1979,United States,,,,,,
1000035,https://www.imdb.com/title/tt0234698/?ref_=adv_li_tt,5.3,,,United States,,,,,,https://m.media-amazon.com/images/M/MV5BMmNmNTIyMWUtNWU5Ni00ZmQ3LTgyMDktYjFjODNjOWZjZTc5XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_FMjpg_UX400_.jpg
1000036,https://www.imdb.com/title/tt2032500/?ref_=adv_li_tt,5.0,,1979,United States,,10000,,,,
1000037,https://www.imdb.com/title/tt0311096/?ref_=adv_li_tt,6.8,,,United States,Ständigt död,,,,,https://m.media-amazon.com/images/M/MV5BMTg3MjMwMDg5OV5BMl5BanBnXkFtZTcwNzA5OTY1NQ@@._V1_FMjpg_UX400_.jpg
1000038,https://www.imdb.com/title/tt0206600/?ref_=adv_li_tt,,,,United States,,,,,,
1000039,https://www.imdb.com/title/tt3257416/?ref_=adv_li_tt,,,1979,United States,,,,,,https://m.media-amazon.com/images/M/MV5BMzk2ODYzOTk2OF5BMl5BanBnXkFtZTgwMzU0ODA2MDE@._V1_FMjpg_UX400_.jpg
1000040,https://www.imdb.com/title/tt0210147/?ref_=adv_li_tt,7.9,,,United States,,,,,,https://m.media-amazon.com/images/M/MV5BMTYwNTI5NDkxM15BMl5BanBnXkFtZTcwOTk0NTUxMQ@@._V1_FMjpg_UX400_.jpg
1000041,https://www.imdb.com/title/tt13846510/?ref_=adv_li_tt,,,1979,United States,,,,,,
1000042,https://www.imdb.com/title/tt5980296/?ref_=adv_li_tt,9.2,,1979,United States,,,,,,
1000043,https://www.imdb.com/title/tt1341783/?ref_=adv_li_tt,,,,United States,,,,,,"https://m.media-amazon.com/images/M/MV5BMWQ0ZmJhYTUtYTY1Mi00NmU5LTgzZGYtMWNmNTE5OTBjOTk5XkEyXkFqcGdeQXVyMTE3NjIzNDI4._V1_UY98_CR1,0,67,98_AL_.jpg@._V1_FMjpg_UX400_.jpg"
1000044,https://www.imdb.com/title/tt0216638/?ref_=adv_li_tt,,,,United States,,,,,,
1000045,https://www.imdb.com/title/tt12659464/?ref_=adv_li_tt,,,1979,United States,,,,,,
1000046,https://www.imdb.com/title/tt0309374/?ref_=adv_li_tt,,,,United States,,,,,,
1000047,https://www.imdb.com/title/tt16419604/?ref_=adv_li_tt,,,1979,United States,Korseld,,,,,
1000048,https://www.imdb.com/title/tt2495098/?ref_=adv_li_tt,2.0,,1979,United States,Kahraman Komandolar,,,,,https://m.media-amazon.com/images/M/MV5BYTYyZGYzNzItM2Q3Zi00MmMxLWFhYzUtYjk3YTE0ZTI4YzE2XkEyXkFqcGdeQXVyODM2MzY4NDM@._V1_FMjpg_UX400_.jpg
1000049,https://www.imdb.com/title/tt6347482/?ref_=adv_li_tt,8.5,,1979,United States,,,,,,https://m.media-amazon.com/images/M/MV5BMTUzZjE2YmMtNzBmYS00MTIyLThlNWYtYzI0OWVmZDRhZWQ5XkEyXkFqcGdeQXVyNjI1OTk5NzE@._V1_FMjpg_UX400_.jpg
1000050,https://www.imdb.com/title/tt3619098/?ref_=adv_li_tt,,,,United States,,,,,,https://m.media-amazon.com/images/M/MV5BZmNkOWQwOTAtY2ZmNy00MmUyLTg5ZDAtYmE3OTg1MjAzMWI2XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_FMjpg_UX400_.jpg
1000051,https://www.imdb.com/title/tt0301458/?ref_=adv_li_tt,,,,United States,,,,,,
1000052,https://www.imdb.com/title/tt0077540/?ref_=adv_li_tt,6.8,,1979,United States,Vorladung. Die,,,,,
1000053,https://www.imdb.com/title/tt0178687/?ref_=adv_li_tt,,,,United States,,,,,,
1000054,https://www.imdb.com/title/tt0162380/?ref_=adv_li_tt,,,,United States,,,,,,
1000055,https://www.imdb.com/title/tt19894066/?ref_=adv_li_tt,6.6,,,United States,,,,,,https://m.media-amazon.com/images/M/MV5BMmVmYTgxOGMtZmI4OS00MTk1LWE4NTMtNDkyYjQ0MjAyNGEyXkEyXkFqcGdeQXVyODUyMTkwOTg@._V1_FMjpg_UX400_.jpg
1000056,https://www.imdb.com/title/tt15762184/?ref_=adv_li_tt,,,1979,United States,,,,,,https://m.media-amazon.com/images/M/MV5BYmZhNWQxNTUtNDMyYS00NjhhLTlkN2YtMDViNGZjMjc3MWFhXkEyXkFqcGdeQXVyNzI4MDMyMTU@._V1_FMjpg_UX400_.jpg
1000057,https://www.imdb.com/title/tt0251097/?ref_=adv_li_tt,7.9,,,United States,Dying to Live,,,,,
1000058,https://www.imdb.com/title/tt0299914/?ref_=adv_li_tt,5.8,,,United States,,,,,,
1000059,https://www.imdb.com/title/tt0216056/?ref_=adv_li_tt,,,,United States,,,,,,
1000060,https://www.imdb.com/title/tt0417495/?ref_=adv_li_tt,7.4,,"November 25, 2003",United States,,,,,,https://m.media-amazon.com/images/M/MV5BMTUzOTE4NjY2MF5BMl5BanBnXkFtZTcwOTA5NjIzMQ@@._V1_FMjpg_UX400_.jpg
1000061,https://www.imdb.com/title/tt0417931/?ref_=adv_li_tt,,,"November 25, 2003",United States,,,,,,
1000062,https://www.imdb.com/title/tt10184362/?ref_=adv_li_tt,,,1979,United States,,300,,,,"https://m.media-amazon.com/images/M/MV5BNjIwNTU1NmUtM2NkYy00YTg3LWE4MTctZWMzOTlkM2RhOTRmXkEyXkFqcGdeQXVyMTAxNDU4MDQ5._V1_UY98_CR4,0,67,98_AL_.jpg@._V1_FMjpg_UX400_.jpg"
1000063,https://www.imdb.com/title/tt0988095/?ref_=adv_li_tt,,,,United States,,75000,,,,
1000064,https://www.imdb.com/title/tt0146276/?ref_=adv_li_tt,,,,United States,,,,,,
1000065,https://www.imdb.com/title/tt0148625/?ref_=adv_li_tt,,,1979 (United Kingdom),United States,,,,,,https://m.media-amazon.com/images/M/MV5BMTIzMDU4MTA4MF5BMl5BanBnXkFtZTcwMTAyNjcxMQ@@._V1_FMjpg_UX400_.jpg
1000066,https://www.imdb.com/title/tt0304927/?ref_=adv_li_tt,3.1,,"December 30, 1979",United States,,400,,,,https://m.media-amazon.com/images/M/MV5BMTg4MTg4Njg1OF5BMl5BanBnXkFtZTcwMDYwMjgyMQ@@._V1_FMjpg_UX400_.jpg
1000067,https://www.imdb.com/title/tt0079219/?ref_=adv_li_tt,7.1,,"December 25, 1979",United States,Stepping Out,5500000,"Dec 30, 1979",1781164,26869286,https://m.media-amazon.com/images/M/MV5BMmZmY2E1MzYtOWViOS00MWJjLWE2OTUtMDFlNjQ1ZjY0MzQ0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_FMjpg_UX400_.jpg
1000068,https://www.imdb.com/title/tt0079858/?ref_=adv_li_tt,5.8,,"December 21, 1979",United States,det våras för arvingarna,7000000,,,,https://m.media-amazon.com/images/M/MV5BMmEzY2I1NGYtOWJlYS00Y2ZkLWJkMTYtMDY3MWU2MGM0MGZlXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_FMjpg_UX400_.jpg
1000069,https://www.imdb.com/title/tt0079013/?ref_=adv_li_tt,5.6,,"December 21, 1979",United Kingdom,Explosion in Cuba,7000000,"Dec 25, 1979",527540,5610280,https://m.media-amazon.com/images/M/MV5BNjQyOWVkNTItM2JhNC00Y2Q0LThiZDUtZTgxYjEzOWQxZDI5XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_FMjpg_UX400_.jpg
1000070,https://www.imdb.com/title/tt0078924/?ref_=adv_li_tt,4.8,,"December 21, 1979",United States,Chomps,,,,,https://m.media-amazon.com/images/M/MV5BYjAwMzk1NjEtYWUwNS00Y2Q0LWEzZTUtNjRlNDVmODMyNTJkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_FMjpg_UX400_.jpg
1000071,https://www.imdb.com/title/tt0078841/?ref_=adv_li_tt,8.0,"3,329","February 8, 1980",United States,"Willkommen, Mr. Chance",,,,30177511,https://m.media-amazon.com/images/M/MV5BNjAzNzJjYzQtMGFmNS00ZjAzLTkwMjgtMWIzYzFkMzM4Njg3XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_FMjpg_UX400_.jpg
1000072,https://www.imdb.com/title/tt0082070/?ref_=adv_li_tt,4.7,,"April 24, 1981",United States,Sea Killer,,,,549931,https://m.media-amazon.com/images/M/MV5BY2RhMWE2Y2EtMmI4MC00MzEwLWJhYWEtYjMyMjlmNGQ4OTJhXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_FMjpg_UX400_.jpg
1000073,https://www.imdb.com/title/tt0079822/?ref_=adv_li_tt,4.6,,"December 21, 1979",United States,Roller Fever,1500000,"Dec 25, 1979",767854,13253715,https://m.media-amazon.com/images/M/MV5BYjc2NDRhOTktMzk2Zi00NGFlLTgzZDQtMTc4NTQ3Y2RiNDU3XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_FMjpg_UX400_.jpg
1000074,https://www.imdb.com/title/tt0078869/?ref_=adv_li_tt,5.9,"4,626","December 21, 1979",United States,Space Probe,20000000,,,35841901,https://m.media-amazon.com/images/M/MV5BOGEzN2M5YTItZDRkZS00OWMxLTk3MTktZjZkNzExYWRjYjA5XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_FMjpg_UX400_.jpg
1000075,https://www.imdb.com/title/tt0078754/?ref_=adv_li_tt,7.8,"4,791","December 20, 1979",United States,Taj ludi jazz,12000000,"Dec 25, 1979",86229,37823676,https://m.media-amazon.com/images/M/MV5BM2YzMGE2NmUtOTlhMi00MzQyLTgyOTAtMTNiNWRiMjFjYjE3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_FMjpg_UX400_.jpg
1000076,https://www.imdb.com/title/tt0079100/?ref_=adv_li_tt,6.4,,"December 21, 1979",United States,Electric,12500000,,,61801971,https://m.media-amazon.com/images/M/MV5BYjcxZTUwOGItY2YzOC00NWYyLTgwMjctYTdkYTYyZGFmZTMyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_FMjpg_UX400_.jpg
1000077,https://www.imdb.com/title/tt0079367/?ref_=adv_li_tt,7.1,"3,094","December 14, 1979",United States,Easy Money,,"Dec 16, 1979",5935025,73691419,"https://m.media-amazon.com/images/M/MV5BMTFkOGIwZjMtMjFkYy00MmVkLTkxMmYtMzFkZmZiOGI0NGMyXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX67_CR0,0,67,98_AL_.jpg@._V1_FMjpg_UX400_.jpg"
1000078,https://www.imdb.com/title/tt0078952/?ref_=adv_li_tt,6.0,,"August 30, 1980 (Taiwan)",United States,Neil Simon's Chapter Two,9000000,,,,https://m.media-amazon.com/images/M/MV5BMWE0ZGUxZTQtY2U0MC00MGM5LWE2NDctZTdmNjdkMmZhYjY2XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_FMjpg_UX400_.jpg
1000079,https://www.imdb.com/title/tt0078723/?ref_=adv_li_tt,5.8,"3,480","December 14, 1979",United States,The Night the Japs Attacked,35000000,"Dec 16, 1979",2701898,92455742,https://m.media-amazon.com/images/M/MV5BNDVkYWM4YTktNGE3My00NDlkLTllMTAtNWQyOTZjYzEzNzg5XkEyXkFqcGdeQXVyMzExODEzNDA@._V1_FMjpg_UX400_.jpg
1000080,https://www.imdb.com/title/tt1959485/?ref_=adv_li_tt,,,"December 10, 1979",United States,,,,,,
1000081,https://www.imdb.com/title/tt0079945/?ref_=adv_li_tt,6.4,"1,642","December 8, 1979",United States,Star Trek I: The Motion Picture,35000000,"Dec 9, 1979",11926421,82674320,https://m.media-amazon.com/images/M/MV5BNjk1ZjAyZjktZTY4YS00NDY3LWIwMzktMjZiNGIzODFiZDVmXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_FMjpg_UX400_.jpg
1000082,https://www.imdb.com/title/tt0079417/?ref_=adv_li_tt,7.8,"4,053","December 19, 1979",United States,Kramer Versus Kramer,8000000,,,106260000,https://m.media-amazon.com/images/M/MV5BYjkzOTQ1NjgtNWI1Zi00ODcwLThlZGMtMWQyYjFlMjUxNzg1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_FMjpg_UX400_.jpg
1000083,https://www.imdb.com/title/tt0078508/?ref_=adv_li_tt,6.2,,"December 5, 1979 (Sweden)",United States,Honor Guard,970000,,,,https://m.media-amazon.com/images/M/MV5BZTA0ODc3ZDAtNTUyOC00MDA2LTk5YzItNzgwMDk5ODA1YjUyXkEyXkFqcGdeQXVyMDY0NjA1MA@@._V1_FMjpg_UX400_.jpg
1000084,https://www.imdb.com/title/tt0079351/?ref_=adv_li_tt,6.6,,"December 5, 1979 (South Africa)",Italy,Das Krokodil und sein Nilpferd,,,,,https://m.media-amazon.com/images/M/MV5BYjRhNDJkYjgtMTBjZi00NjJmLThiNGUtYWI0ZDM3NWMzMzY0XkEyXkFqcGdeQXVyMjAyNTUxMw@@._V1_FMjpg_UX400_.jpg
1000085,https://www.imdb.com/title/tt0080646/?ref_=adv_li_tt,5.6,,"March 28, 1980",United States,The Burning,250000,,,,https://m.media-amazon.com/images/M/MV5BN2NiNWI0ZGYtMWFhNS00Njg2LWE0YjItYTI5NmFlYThlZmUzXkEyXkFqcGdeQXVyMTk5MjAyMjM@._V1_FMjpg_UX400_.jpg
1000086,https://www.imdb.com/title/tt0080596/?ref_=adv_li_tt,3.5,,1980 (United Kingdom),United States,Earth's Final Fury,,,,,https://m.media-amazon.com/images/M/MV5BZmYxNDlmODgtMWEyNS00OWZkLTk4NDItMzNjN2I3NDk5OTNhXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_FMjpg_UX400_.jpg
1000087,https://www.imdb.com/title/tt0079677/?ref_=adv_li_tt,4.2,,November 1979,United States,Killer Orphan,,,,,https://m.media-amazon.com/images/M/MV5BMDM3ZWJjMjItNDM3ZS00ZDc3LWJmMzYtYzJiZWQxOTMxZThmXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_FMjpg_UX400_.jpg
1000088,https://www.imdb.com/title/tt0079725/?ref_=adv_li_tt,7.0,,November 1979,United States,The Helena Screw Factory,,,,,https://m.media-amazon.com/images/M/MV5BZjUwOWI2MjktMjI0ZS00ODgwLTkzNzEtZWFlNmU2OTE3MzFkL2ltYWdlXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_FMjpg_UX400_.jpg
1000089,https://www.imdb.com/title/tt0079664/?ref_=adv_li_tt,6.8,,November 1979,United States,Captain Midnight,,,,,https://m.media-amazon.com/images/M/MV5BNzJkNWIwNzEtYzJkNC00Y2E3LWI0YWMtYTNkZjYxYTlmMTk3XkEyXkFqcGdeQXVyNDM3NTM5MjQ@._V1_FMjpg_UX400_.jpg
1000090,https://www.imdb.com/title/tt0079687/?ref_=adv_li_tt,6.8,,"June 11, 1981 (Netherlands)",United States,Michael,3000000,,,,https://m.media-amazon.com/images/M/MV5BODM4OTYyMTY5Ml5BMl5BanBnXkFtZTgwOTYzODk1MDE@._V1_FMjpg_UX400_.jpg
1000091,https://www.imdb.com/title/tt0078865/?ref_=adv_li_tt,6.4,,"December 26, 1979 (Australia)",United States,El nacimiento de los Beatles,,,,,https://m.media-amazon.com/images/M/MV5BNmEyYmY2N2MtODY5NS00NGNkLWE2NjgtZDBmOTYxMGE1MGUyXkEyXkFqcGdeQXVyNDExMzQ1MjE@._V1_FMjpg_UX400_.jpg
1000092,https://www.imdb.com/title/tt0250950/?ref_=adv_li_tt,4.4,,"March 12, 1980",United States,Kalle Ankas festliga upptåg,,,,,https://m.media-amazon.com/images/M/MV5BMzdiMTYxNTEtZjQyYS00MGRkLThjOTEtNTg4MGIzMjVlMWJmXkEyXkFqcGdeQXVyMDU5NDcxNw@@._V1_FMjpg_UX400_.jpg
1000093,https://www.imdb.com/title/tt0079709/?ref_=adv_li_tt,5.7,,December 1979,United States,Jamaa Fanaka's Penitentiary,100000,,,,https://m.media-amazon.com/images/M/MV5BMjhjMDM4ZDItZGMxNS00YjMxLWI0MzAtYjA4ODllZWQ5MGI3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_FMjpg_UX400_.jpg
1000094,https://www.imdb.com/title/tt0079580/?ref_=adv_li_tt,6.4,,"November 21, 1979",United States,Gefahr in der Wildnis,,,,,https://m.media-amazon.com/images/M/MV5BNDA4MDNmMmMtNDgwOS00Y2FjLWE5YzQtYzRhOTlmMTU3NjI3XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_FMjpg_UX400_.jpg
1000095,https://www.imdb.com/title/tt0081515/?ref_=adv_li_tt,5.8,,"January 18, 1980",United States,Silent Scream,600000,,,,https://m.media-amazon.com/images/M/MV5BMTZjYjE0YTEtZDZkYy00NzJlLWE4MzMtMWZkNjRhYzA1NDJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_FMjpg_UX400_.jpg
